order_id,order_date,ship_date,customer_name,segment,city,state,category,sub_category,product_name,sales,quantity,discount,profit
ORD4664,15-Feb-19,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Chairs,Binder Set,-300,9,0,0
ORD5182,15-Feb-19,,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Phones,Iphone,0,12,0,-1
ORD5295,15-Feb-19,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Phones,Binder Set,1000,1,0,500
ORD5464,15-Feb-19,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Office Chair,1000,4,0,500
ORD5803,15-Feb-19,,Unknown Customer,Home Office,Jaipur,Rajasthan,Technology,Phones,Unknown Product,1000,6,0,500
ORD5822,15-Feb-19,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Phones,Unknown Product,1000,3,0,500
ORD5880,15-Feb-19,,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Phones,Unknown Product,2500.5,11,0,-200
ORD5939,15-Feb-19,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Chairs,Office Chair,1000,11,0,-200
ORD6377,15-Feb-19,,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Binders,Binder Set,2500.5,7,0,-1
ORD6456,15-Feb-19,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Phones,Iphone,-300,4,0,-200
ORD6892,15-Feb-19,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Chairs,Unknown Product,0,14,0,-200
ORD7651,15-Feb-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Binders,Unknown Product,0,9,0,500
ORD8596,15-Feb-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Binders,Iphone,-300,12,0,-200
ORD8631,15-Feb-19,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Iphone,-300,5,0,500
ORD8914,15-Feb-19,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Unknown Category,Unknown Sub Category,Unknown Product,2500.5,11,0,500
ORD8927,15-Feb-19,25-Apr-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Office Supplies,Chairs,Iphone,1000,14,0,-200
ORD9244,15-Feb-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Phones,Iphone,2500.5,10,0,-1
ORD9404,15-Feb-19,,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Binders,Unknown Product,-300,5,0,500
ORD9555,15-Feb-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Chairs,Binder Set,0,1,0,0
ORD9601,15-Feb-19,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Chairs,Iphone,1000,8,0,-1
ORD9665,15-Feb-19,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Phones,Unknown Product,-300,11,0,0
ORD9788,15-Feb-19,,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Chairs,Binder Set,-300,1,0,500
ORD9946,15-Feb-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Binders,Iphone,1000,3,0,-1
ORD9991,15-Feb-19,20-Jan-19,Unknown Customer,Home Office,Jaipur,Rajasthan,Technology,Chairs,Unknown Product,0,13,0,0
ORD10448,15-Feb-19,25-Apr-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Unknown Category,Chairs,Iphone,1000,11,0,500
ORD10892,15-Feb-19,,Unknown Customer,Home Office,Jaipur,Rajasthan,Office Supplies,Chairs,Iphone,0,9,0,0
ORD10992,15-Feb-19,,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Phones,Unknown Product,0,5,0,-200
ORD11182,15-Feb-19,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Unknown Category,Unknown Sub Category,Binder Set,1000,12,0,0
ORD11258,15-Feb-19,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Unknown Sub Category,Iphone,2500.5,9,0,-200
ORD11328,15-Feb-19,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Unknown Sub Category,Office Chair,0,4,0,0
ORD11470,15-Feb-19,20-Jan-19,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Unknown Category,Binders,Office Chair,-300,7,0,500
ORD11569,15-Feb-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Chairs,Binder Set,-300,4,0,-1
ORD11714,15-Feb-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Unknown Product,-300,10,0,-1
ORD11736,15-Feb-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Office Chair,2500.5,4,0,500
ORD12335,15-Feb-19,20-Mar-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Unknown Sub Category,Iphone,1000,6,0,-200
ORD12579,15-Feb-19,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Unknown Sub Category,Iphone,2500.5,2,0,0
ORD12669,15-Feb-19,,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Chairs,Iphone,2500.5,8,0,0
ORD13041,15-Feb-19,20-Mar-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Phones,Binder Set,0,3,0,-1
ORD13219,15-Feb-19,,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Binders,Binder Set,-300,14,0,-1
ORD13262,15-Feb-19,20-Jan-19,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Phones,Iphone,0,5,0,-200
ORD13299,15-Feb-19,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Chairs,Iphone,2500.5,3,0,-200
ORD13642,15-Feb-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Phones,Iphone,-300,5,0,500
ORD13899,15-Feb-19,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Chairs,Iphone,2500.5,10,0,500
ORD13998,15-Feb-19,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Unknown Sub Category,Binder Set,1000,14,0,0
ORD14055,15-Feb-19,,Unknown Customer,Home Office,Jaipur,Rajasthan,Office Supplies,Chairs,Binder Set,1000,5,0,-1
ORD14115,15-Feb-19,25-Apr-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Office Supplies,Binders,Unknown Product,2500.5,9,0,0
ORD14136,15-Feb-19,,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Binders,Iphone,-300,10,0,-200
ORD14168,15-Feb-19,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Phones,Office Chair,1000,4,0,0
ORD14365,15-Feb-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Chairs,Unknown Product,2500.5,12,0,500
ORD14509,15-Feb-19,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Phones,Iphone,2500.5,12,0,-200
ORD14512,15-Feb-19,,Unknown Customer,Corporate,Jaipur,Rajasthan,Furniture,Chairs,Unknown Product,1000,10,0,500
ORD21,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Phones,Office Chair,1000,5,0,0
ORD33,12-Jan-19,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Binders,Binder Set,-300,5,0,500
ORD123,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Unknown Category,Chairs,Office Chair,-300,12,0,0
ORD308,12-Jan-19,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Office Supplies,Phones,Binder Set,0,9,0,0
ORD435,12-Jan-19,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Chairs,Iphone,2500.5,11,0,0
ORD631,12-Jan-19,,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Chairs,Unknown Product,0,12,0,0
ORD861,12-Jan-19,20-Jan-19,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Phones,Unknown Product,-300,12,0,-200
ORD900,12-Jan-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Chairs,Unknown Product,2500.5,13,0,0
ORD937,15-Mar-20,,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Phones,Office Chair,1000,1,0,0
ORD1090,12-Jan-19,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Unknown Sub Category,Office Chair,2500.5,11,0,-1
ORD1243,12-Jan-19,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Office Chair,0,5,0,0
ORD1383,15-Mar-20,,Unknown Customer,Corporate,Jaipur,Rajasthan,Furniture,Phones,Office Chair,0,14,0,-1
ORD1397,12-Jan-19,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Phones,Iphone,2500.5,1,0,-1
ORD1399,12-Jan-19,25-Apr-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Unknown Category,Phones,Office Chair,2500.5,2,0,-200
ORD1504,15-Mar-20,,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Chairs,Unknown Product,-300,4,0,500
ORD1544,12-Jan-19,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Phones,Unknown Product,-300,11,0,0
ORD1674,12-Jan-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Chairs,Office Chair,2500.5,14,0,0
ORD1844,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Binders,Binder Set,-300,9,0,500
ORD1870,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Unknown Category,Phones,Binder Set,-300,2,0,-200
ORD1892,15-Mar-20,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Unknown Sub Category,Unknown Product,2500.5,4,0,-1
ORD2059,12-Jan-19,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Unknown Category,Phones,Iphone,-300,8,0,500
ORD2427,15-Mar-20,20-Mar-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Binder Set,-300,10,0,0
ORD2540,15-Mar-20,,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Binders,Unknown Product,1000,6,0,-200
ORD2664,12-Jan-19,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Chairs,Iphone,-300,4,0,-200
ORD2732,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Binders,Office Chair,2500.5,14,0,500
ORD2826,15-Mar-20,20-Mar-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Chairs,Office Chair,-300,2,0,-1
ORD2889,15-Mar-20,,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Chairs,Office Chair,2500.5,5,0,-1
ORD3101,12-Jan-19,,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Binders,Unknown Product,-300,6,0,0
ORD3175,15-Mar-20,,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Chairs,Iphone,0,12,0,500
ORD3236,12-Jan-19,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Binders,Office Chair,2500.5,5,0,0
ORD3316,12-Jan-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Iphone,0,12,0,500
ORD3447,15-Mar-20,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Chairs,Office Chair,-300,4,0,-200
ORD3523,12-Jan-19,25-Apr-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Technology,Phones,Iphone,-300,3,0,500
ORD3788,15-Mar-20,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Unknown Sub Category,Unknown Product,1000,8,0,0
ORD3843,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Binders,Iphone,-300,6,0,0
ORD3947,15-Mar-20,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Binders,Unknown Product,0,9,0,-1
ORD3973,12-Jan-19,25-Apr-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Unknown Category,Chairs,Iphone,1000,1,0,0
ORD4614,12-Jan-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Unknown Sub Category,Iphone,0,7,0,-200
ORD4659,12-Jan-19,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Technology,Binders,Binder Set,1000,12,0,-200
ORD4905,12-Jan-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Chairs,Binder Set,2500.5,4,0,-200
ORD5020,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Phones,Iphone,-300,5,0,500
ORD5093,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Binders,Office Chair,0,8,0,-1
ORD5189,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Binders,Unknown Product,2500.5,5,0,500
ORD5190,12-Jan-19,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Chairs,Binder Set,1000,6,0,-200
ORD5296,12-Jan-19,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Unknown Category,Phones,Unknown Product,-300,14,0,500
ORD5427,12-Jan-19,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Office Supplies,Binders,Binder Set,-300,9,0,500
ORD5433,12-Jan-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Unknown Sub Category,Iphone,0,13,0,500
ORD5761,15-Mar-20,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Chairs,Office Chair,1000,9,0,0
ORD5782,15-Mar-20,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Chairs,Unknown Product,2500.5,4,0,-200
ORD5941,12-Jan-19,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Technology,Chairs,Office Chair,2500.5,10,0,-200
ORD5966,15-Mar-20,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Binders,Office Chair,-300,13,0,500
ORD5989,15-Mar-20,20-Mar-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Furniture,Binders,Binder Set,1000,12,0,500
ORD6035,15-Mar-20,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Chairs,Office Chair,2500.5,5,0,0
ORD6239,12-Jan-19,,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Binders,Binder Set,2500.5,2,0,-200
ORD6249,15-Mar-20,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Unknown Category,Binders,Iphone,1000,1,0,500
ORD6320,12-Jan-19,20-Mar-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Binders,Binder Set,2500.5,2,0,-1
ORD6414,12-Jan-19,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Phones,Office Chair,2500.5,7,0,0
ORD6659,15-Mar-20,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Phones,Office Chair,1000,11,0,0
ORD6698,15-Mar-20,,Unknown Customer,Corporate,Jaipur,Rajasthan,Furniture,Phones,Iphone,1000,2,0,-1
ORD6712,15-Mar-20,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Phones,Iphone,0,2,0,0
ORD7019,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Phones,Binder Set,0,7,0,500
ORD7367,15-Mar-20,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Unknown Sub Category,Iphone,-300,9,0,-1
ORD7618,12-Jan-19,20-Jan-19,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Binders,Iphone,1000,1,0,500
ORD8399,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Binders,Office Chair,-300,5,0,500
ORD8486,12-Jan-19,20-Jan-19,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Binder Set,-300,1,0,-200
ORD8518,12-Jan-19,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Binders,Unknown Product,1000,8,0,0
ORD8649,12-Jan-19,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Unknown Sub Category,Iphone,2500.5,4,0,500
ORD8737,15-Mar-20,,Unknown Customer,Home Office,Jaipur,Rajasthan,Unknown Category,Binders,Office Chair,2500.5,6,0,-1
ORD8773,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Chairs,Office Chair,1000,12,0,0
ORD9117,12-Jan-19,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Binders,Office Chair,2500.5,12,0,-1
ORD9377,15-Mar-20,20-Mar-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Phones,Binder Set,0,13,0,500
ORD9422,12-Jan-19,20-Mar-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Phones,Iphone,1000,5,0,500
ORD9693,12-Jan-19,,Unknown Customer,Corporate,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Iphone,2500.5,8,0,0
ORD9846,15-Mar-20,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Binders,Binder Set,1000,9,0,0
ORD9956,12-Jan-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Furniture,Phones,Binder Set,1000,6,0,0
ORD10127,12-Jan-19,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Chairs,Iphone,1000,14,0,-1
ORD10259,12-Jan-19,20-Jan-19,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Unknown Category,Binders,Binder Set,1000,3,0,0
ORD10293,12-Jan-19,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Unknown Sub Category,Office Chair,2500.5,12,0,-1
ORD10591,12-Jan-19,20-Jan-19,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Phones,Unknown Product,2500.5,12,0,-200
ORD10612,15-Mar-20,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Chairs,Office Chair,2500.5,5,0,-200
ORD10696,12-Jan-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Unknown Sub Category,Binder Set,-300,13,0,-1
ORD10723,12-Jan-19,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Chairs,Iphone,-300,5,0,-1
ORD10729,12-Jan-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Binders,Iphone,1000,8,0,-200
ORD10742,15-Mar-20,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Office Supplies,Phones,Office Chair,1000,14,0,500
ORD10971,12-Jan-19,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Phones,Iphone,2500.5,4,0,-200
ORD11065,12-Jan-19,,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Chairs,Iphone,0,1,0,0
ORD11193,12-Jan-19,20-Jan-19,Unknown Customer,Home Office,Jaipur,Rajasthan,Furniture,Phones,Iphone,1000,10,0,500
ORD11202,15-Mar-20,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Chairs,Iphone,2500.5,9,0,-1
ORD11399,15-Mar-20,,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Binders,Iphone,1000,7,0,-1
ORD11436,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Office Supplies,Binders,Unknown Product,0,13,0,0
ORD11572,15-Mar-20,,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Unknown Sub Category,Binder Set,2500.5,8,0,0
ORD11625,12-Jan-19,25-Apr-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Technology,Unknown Sub Category,Office Chair,2500.5,1,0,-200
ORD11695,12-Jan-19,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Unknown Sub Category,Binder Set,0,13,0,0
ORD11710,15-Mar-20,20-Jan-19,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Phones,Unknown Product,2500.5,4,0,500
ORD11757,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Binders,Iphone,2500.5,14,0,0
ORD11915,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Binders,Unknown Product,1000,3,0,0
ORD11959,15-Mar-20,20-Mar-20,Unknown Customer,Home Office,Jaipur,Rajasthan,Technology,Unknown Sub Category,Unknown Product,2500.5,14,0,0
ORD12017,15-Mar-20,25-Apr-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Furniture,Chairs,Iphone,1000,10,0,500
ORD12084,15-Mar-20,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Binders,Unknown Product,-300,4,0,-200
ORD12354,15-Mar-20,20-Mar-20,Unknown Customer,Unknown Segment,Jaipur,Rajasthan,Technology,Chairs,Iphone,0,8,0,-1
ORD12586,12-Jan-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Chairs,Iphone,1000,7,0,-200
ORD12613,12-Jan-19,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Phones,Iphone,1000,7,0,0
ORD13008,15-Mar-20,,Unknown Customer,Corporate,Jaipur,Rajasthan,Unknown Category,Binders,Iphone,1000,8,0,-200
ORD13045,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Unknown Category,Binders,Office Chair,-300,1,0,-200
ORD13187,12-Jan-19,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Unknown Sub Category,Iphone,-300,11,0,-1
ORD13363,12-Jan-19,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Binders,Office Chair,2500.5,6,0,-200
ORD13410,15-Mar-20,20-Jan-19,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Binders,Office Chair,1000,2,0,-200
ORD13429,15-Mar-20,,Unknown Customer,Corporate,Jaipur,Rajasthan,Technology,Phones,Binder Set,0,11,0,-200
ORD13471,12-Jan-19,20-Jan-19,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Chairs,Office Chair,0,3,0,-1
ORD13637,15-Mar-20,20-Mar-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Technology,Phones,Unknown Product,-300,10,0,0
ORD13718,15-Mar-20,25-Apr-20,Unknown Customer,Consumer,Jaipur,Rajasthan,Office Supplies,Binders,Iphone,0,2,0,-200
ORD13764,12-Jan-19,25-Apr-20,Unknown Customer,Corporate,Jaipur,Rajasthan,Furniture,Phones,Office Chair,1000,3,0,-200
